customer_id,first_name,last_name,company,kind,job_count,first_job,last_job,addresses
cus_850b89ea32694506bce75935b21d5a14,Sofia,Rowe,,business,18,2026-04-07T16:30:00Z,2026-08-19T16:00:00Z,125 Plumeria Glen Dr Unit 109 Miami Beach FL 33182 | 485 Buttonwood Isle Dr Coral Gables FL 33162 | 208 59th St Homestead FL 33162 | 53 Saltgrass Pointe Ct Coral Gables FL 33162 | 65 Saltgrass Pointe Ct Coral Gables FL 33162 | 4650 Cocoplum Cove Miami Beach FL 33182 | 114 Skimmer Landing Dr 174 Key Biscayne FL 33182 | 543 Plumeria Harbor Dr Homestead FL 33162 | 29 Palmetto Harbor Dr Unit B Coral Gables FL 33162 | 1152 North Coral Ridge Pkwy Coral Gables FL 33162
cus_62b65afb039f4a859a1d2c60bd0cda12,Tidewater,,Tidewater Hospitality,business,18,2026-03-16T00:00:00Z,2026-07-16T20:30:00Z,25 Permit Terrace Ct Coral Gables FL 33162 | 52 Frangipani Reef Ave Coral Gables FL 33162 | 3959 W Old Mangrove Rd Coral Gables FL 33162 | 111 Windward Pointe Road Coral Gables FL 33162 | 3604 E Old Mangrove Rd C10 Coral Gables FL 33162 | 414 Buttonwood Isle Drive Coral Gables FL 33162 | 4923 E Old Mangrove Rd Unit E105 Coral Gables FL 33162 | 1984 S Seagrape Pkwy Coral Gables FL 33162 | 5634 W Old Mangrove Rd Coral Gables FL 33162 | 23 Bowline Shores Drive Coral Gables FL 33162 | 380 Bowline Pointe Circle Coral Gables FL 33162 | 92 Kelp Bluff Avenue Coral Gables FL 33162 | 3604 East Old Mangrove Rd A8 Coral Gables FL 33162 | 207 Egret Ridge Circle Coral Gables FL 33162 | 34 Portside Glen Drive Coral Gables FL 33162 | 91 Kelp Bluff Ave Coral Gables FL 33162 | 79 Frangipani Reef Ave Coral Gables FL 33162
cus_f144afd638ad4bdea73e336d386e56f5,Kayla,,Tidewater Hospitality,business,16,2026-04-09T19:30:00Z,2026-08-07T18:00:00Z,219 Plover Street Miami Beach FL 33182 | 1935 Cowrie Hollow Dr Key Biscayne FL 33182 | 4728 Saltgrass Cove Cove Miami Beach FL 33182 | 83 Seahorse Landing St Miami Beach FL 33182 | 90 Seahorse Landing St Miami Beach FL 33182 | 62 Amberjack Harbor St Miami Beach FL 33182 | 47 Glasswort Cove Ln Miami Beach FL 33182 | 23 Tidewater Pointe Wy Key Biscayne FL 33182 | 1881 Flamingo Harbor Loop Key Biscayne FL 33182
cus_2d0db62c7b1e4a01bf08e91182569761,Starfish,Hospitality,Tidewater Hospitality,homeowner,15,2026-03-04T16:00:00Z,2026-09-01T18:00:00Z,294 Bowline Pointe Cir Coral Gables FL 33162 | 32 E Firebush Terrace Place Unit 102 Homestead FL 33162 | 31 Jacaranda Shores St Coral Gables FL 33162 | 120 Nautilus Ridge Street Coral Gables FL 33162 | 1680 E Old Mangrove Rd Unit 301 Coral Gables FL 33162 | 245 W Cocoplum Glen Dr Coral Gables FL 33162 | 517 Bougainvillea Glen Road Coral Gables FL 33162 | 42 Flamingo St Coral Gables FL 33162 | 1312 Egret Pointe Drive Coral Gables FL 33162 | 49 Wahoo Cay St Cutler Bay FL 33155 | 359 Bowline Pointe Cir Coral Gables FL 33162 | 31 Jacaranda Cay St Coral Gables FL 33162
cus_5ca6b2e045ed4d86ac87de532774e50b,Martha,Olsen,Saltmarsh Hospitality,business,15,2026-03-11T20:00:00Z,2026-08-31T18:00:00Z,29 Moonraker Pointe Miami Beach FL 33182 | 20 Plover Landing Lane Cutler Bay FL 33155 | 3646 Bayfront Hwy Miami Beach FL 33182 | 37 Egret Way Coral Gables FL 33162 | 8077 East Old Mangrove Rd Cutler Bay FL 33155 | 4762 Allamanda Shores Blvd Miami Beach FL 33182 | 4762 Allamanda Shores Blvd Miami Beach FL 33182 | 45 Limestone Terrace Cove Coral Gables FL 33162 | 3644 Bayfront Hwy Miami Beach FL 33182 | 410 Saltbush Reef Trail Coral Gables FL 33162 | 4655 Palmetto Cove Way Miami Beach FL 33182 | 56 Amberjack Key Ln 16B Coral Gables FL 33162
cus_d17276f322f8401e89addb671ee91f17,,,Palmetto Hospitality,business,14,2026-03-05T15:00:00Z,2026-09-03T14:00:00Z,285 Bayberry Cove St Unit #8B Key Biscayne FL 33182 | 112 Marlin Hollow Dr Unit 610 Key Biscayne FL 33182 | 8620 Rudder Landing Lane Miami Beach FL 33182 | 5184 Grouper Ridge Dr Key Biscayne FL 33182 | 1048 Bayfront Hwy East Unit 101W Miami Beach FL 33182 | 285 Bayberry Cove St 20 B Key Biscayne FL 33182 | 1160 Cowrie Hollow Dr 314A Key Biscayne FL 33182 | 1200 Bayfront Hwy Unit 312B Key Biscayne FL 33182 | 1200 Cowrie Hollow Dr PH #1107B Key Biscayne FL 33182 | 1008 Oleander Cay Rd Miami Beach FL 33182 | 8969 Rudder Cay Drive Miami Beach FL 33182
cus_edb85f3f4e944d8882c345009c08c14a,,,,homeowner,14,2026-03-06T22:00:00Z,2026-08-19T18:30:00Z,1200 Cowrie Hollow Dr Unit 209B Key Biscayne FL 33182 | 4463 West Old Mangrove Rd Unit 300 (Costa Blanca) Coral Gables FL 33162 | 226 Allamanda Pointe Street Coral Gables FL 33162 | 114 Skimmer Landing Drive Unit 273 Key Biscayne FL 33182 | 1096 Cowrie Hollow Dr Unit 803 Key Biscayne FL 33182 | 1952 Cowrie Hollow Dr Unit EW 404 Key Biscayne FL 33182 | 49 Barnacle Landing Lane Coral Gables FL 33162 | 111 E Plover Shores Dr #B Kendall FL 33155 | 3425 Bayfront Hwy Miami Beach FL 33182 | 97 Lighthouse Key Rd Coral Gables FL 33162 | 291 Cowrie Hollow Dr Unit 204 Key Biscayne FL 33182 | 350 Saltbush Reef Trail #3 Coral Gables FL 33162
cus_97ccaa1120b64abb8601982e8802fab5,Alexa,Wiley,Whitecap Hospitality,homeowner,14,2026-03-08T18:00:00Z,2026-09-01T20:30:09Z,50 Barnacle Reef St Unit 406 Miami Beach FL 33182 | 12 Firebush Hollow Lane Coral Gables FL 33162 | 156 Egret Way Coral Gables FL 33162 | 293 Sanddollar Cove Trail Coral Gables FL 33162 | 50 Barnacle Reef St Unit 403 Miami Beach FL 33182 | 130 Seahorse Pointe St Coral Gables FL 33162 | 165 Glasswort Landing Ln Coral Gables FL 33162 | 24 Plumeria Isle Ln Unit A Kendall FL 33155
cus_d1c6c46e09424c1f93c525e02d5daa21,,,Starfish Hospitality,business,14,2026-07-29T22:45:00Z,2026-08-22T15:00:00Z,828 Leeward Hollow Ct Fort Lauderdale FL 33175 | 5577 N Jacaranda Hollow Way Fort Lauderdale FL 33175 | 13555 Keel Hollow Dr Unit 19C (downstairs unit) Fort Lauderdale FL 33175 | 13785 Keel Hollow Dr 53 Fort Lauderdale FL 33175 | 13555 Keel Hollow Drive Unit 21C Fort Lauderdale FL 33175 | 14511 Keel Hollow Dr 707 Fort Lauderdale FL 33175 | 13817 Keel Hollow Dr 504 Fort Lauderdale FL 33175 | 14391 Keel Hollow Dr B Fort Lauderdale FL 33175 | 13555 Keel Hollow Dr 13CD Fort Lauderdale FL 33175
cus_1f64709ad0a7446eb4fe7321e69b1738,Gail,Clarke,Saltmarsh Hospitality,homeowner,13,2026-06-26T15:00:00Z,2026-08-11T17:00:00Z,44 Cocoplum Reef Aly Palmetto Bay FL 33155 | 29 Spinnaker Terrace Alley Homestead FL 33155 | 68 Skimmer Hollow Aly Palmetto Bay FL 33155 | 286 Skimmer Cove Ln Cutler Bay FL 33155 | 75 Mangrove Cay Alley Homestead FL 33155 | 111 West Barnacle Harbor Street Cutler Bay FL 33162 | 61 Kelp Shores Alley Palmetto Bay FL 33155 | 213 N Nautilus Terrace St Cutler Bay FL 33155 | 70 Sargassum Hollow Dr Coral Gables FL 33162 | 115 Cowrie Terrace Ln Coral Gables FL 33162
cus_a6463d944eef4f6a84cecb2023f399d2,Harper,Parks,,homeowner,12,2026-05-08T16:00:00Z,2026-08-12T16:00:00Z,74 Sandcastle Hollow Dr Coral Gables FL 33162 | 42 Glasswort Landing Ln Coral Gables FL 33162 | 30 Seafoam Isle Ln Homestead FL 33155 | 54 Glasswort Terrace Rd Pinecrest FL 33155 | 5583 W Old Mangrove Rd Coral Gables FL 33162 | 4100 East Old Mangrove Rd 1403 Coral Gables FL 33162 | 5055 W Old Mangrove Rd Unit 1004 Coral Gables FL 33162 | 73 Plover Key Loop E Cutler Bay FL 33155 | 70 Limestone Key Rd N 3 Palmetto Bay FL 33155
cus_fc71844a37d844c49faba69c15f5ed87,Lorena,Hopkins,Windward Hospitality,homeowner,11,2026-03-23T20:00:00Z,2026-08-25T19:00:00Z,51 Whitecap Reef Ln Coral Gables FL 33162 | N Leeward Landing Dr Lot 1 FL 33162 | 790 North Coral Ridge Pkwy Coral Gables FL 33162 | 138 Limestone Key Point Palmetto Bay FL 33155 | Flamingo Cove Rd Lot 22 Coral Gables FL 33162
cus_63721f2ed17f4d09aa06d38ae2cdf48a,Whitecap,Hospitality,,homeowner,11,2026-06-30T17:00:00Z,2026-09-01T18:02:09Z,585 Moonraker Reef Blvd Suite 201 Key Biscayne FL 33182 | 531 Egret Landing Blvd Unit 4 Miami Beach FL 33182 | 215 Moonraker Reef Blvd Suite 201 Key Biscayne FL 33182 | 536 Kelp Landing Dr Miami Beach FL 33182
cus_189f9843bb73425a933a7bbbf1dab747,Zoe,Rowe,Saltmarsh Hospitality,business,11,2026-03-24T14:00:00Z,2026-09-09T14:00:00Z,520 Sandcastle Shores Dr 115 Miami Beach FL 33182 | 2900 Bayfront Hwy 201 Key Biscayne FL 33182 | 1018 Bayfront Hwy 1430 Miami Beach FL 33182 | 2900 Bayfront Hwy 107 Key Biscayne FL 33182 | 1018 Bayfront Hwy 250 Miami Beach FL 33182 | 4428 Flamingo Bluff Dr Miami Beach FL 33182 | 9500 Seahorse Ridge Blvd 2615 Key Biscayne FL 33182 | 7 Grouper Shores Cir Key Biscayne FL 33182
cus_5538b01824c246379d20850ad5c00199,Tamara,Ramsey,Longleaf Hospitality,homeowner,10,2026-03-15T20:00:00Z,2026-07-30T14:00:00Z,106 Bowline Cove Way Key Biscayne FL 33182 | 88 Jacaranda Glen Ln Coral Gables FL 33162 | 150 N Bonefish Cay St Coral Gables FL 33162 | 257 Grouper Landing Road Unit 5 Key Biscayne FL 33182 | 775 Sandcastle Shores Dr Unit 2046 Miami Beach FL 33182 | 35 Sea-Lavender Cove Lane Coral Gables FL 33162 | 91 Plover Shores Drive Coral Gables FL 33162
cus_8b97f94efc2a4c9fa0d9c2b9bb03495a,Whitecap,,,homeowner,9,2026-06-23T14:00:00Z,2026-08-31T14:00:00Z,938 Coquina Terrace Hialeah FL 33154 | 302 Palmetto Key Coral Gables FL 33162 | 10 Palmetto Pointe Rd NE Doral FL 33132 | 400 Osprey Ridge Blvd Miami Beach FL 33182 | 5579 Flamingo Glen Dr Miami FL 33147 | 341 Snapper Isle Blvd Miami FL 33174 | 81 Ixora Pointe Dr Miami Beach FL 33182 | 90 Kelp Cove Dr Coral Gables FL 33162 | 402 Bowline Key Rd Coral Gables FL 33162
cus_96e7620bddbd4153b91f803fa7c2b549,Diego,,Lighthouse Hospitality,business,9,2026-05-30T23:16:19Z,2026-08-31T17:30:00Z,5133 Grouper Ridge Cir Miami Beach FL 33182 | 5259 Skimmer Isle Dr Key Biscayne FL 33182 | 5403 Orchid Isle Ln N Key Biscayne FL 33182 | 4106 Sandcastle Harbor Dr 4106 Miami Beach FL 33182 | Barnacle Shores Dr 4266 Key Biscayne FL 33182 | 433 Lighthouse Glen Cir Miami Beach FL 33182 | 912 Marlin Cay Ln Key Biscayne FL 33182
cus_993bbbde0d3c4928a5e0549ce220ca3d,,,,homeowner,8,2026-05-12T15:00:00Z,2026-08-17T23:00:00Z,48 Coquina Landing Ave Coral Gables FL 33162 | 9815 Barnacle Glen 98 40 Key Biscayne FL 33182 | 3395 E Old Mangrove Rd Coral Gables FL 33162 | 5151 Grouper Ridge Cir Miami Beach FL 33182 | 675 Cowrie Hollow Drive Unit 304D Key Biscayne FL 33182 | 550 Cormorant Reef Blvd 401 Key Biscayne FL 33182 | 1952 Cowrie Hollow Dr 202 Key Biscayne FL 33182
cus_536f048968c64989ba27748240139cbb,,,,business,8,2026-04-06T19:30:00Z,2026-08-25T15:00:00Z,4495 Flamingo Bluff Dr Miami Beach FL 33182 | 5055 W Old Mangrove Rd 1019 Coral Gables FL 33162 | 75 Ixora Cay St Miami Beach FL 33182 | 2988 Bayfront Hwy Miami Beach FL 33182 | 634 Sandcastle Shores Dr Miami Beach FL 33182 | 3469 Bayfront Hwy Miami Beach FL 33182 | 8077 East Old Mangrove Rd Cutler Bay FL 33155
cus_090be87d6d3746fd8ec81ec9ff4a8e8b,Carmen,McGuire,Leeward Hospitality,business,8,2026-05-05T14:00:00Z,2026-07-28T16:00:00Z,1940 Nautilus Landing Boulevard Unit 4 Hialeah FL 33154 | 1940 Nautilus Landing Blvd Unit 15 Hialeah FL 33154 | 1940 Nautilus Landing Blvd Unit 5 Hialeah FL 33154 | 1940 Nautilus Landing Blvd Unit 21 Hialeah FL 33154 | 1940 Nautilus Landing Boulevard Unit 20 Hialeah FL 33154 | 1940 Nautilus Landing Blvd 17 Hialeah FL 33154 | 1940 Nautilus Landing Blvd Unit 14 Hialeah FL 33154 | 1940 Nautilus Landing Blvd 24 Hialeah FL 33154
cus_3f188ff02cfb4f31beca2b592bb2a17a,Ruby,Stokes,,homeowner,8,2026-06-25T21:30:00Z,2026-07-24T21:00:00Z,66 Seagrape Glen St Miami Beach FL 33182 | 77 Plumeria Glen Dr Miami Beach FL 33182 | 81 Sea-Lavender Terrace St Miami Beach FL 33182 | 77 Ixora Cay St Miami Beach FL 33182 | 210 Plover St Key Biscayne FL 33182
cus_ebb9e123690a4435ac2a62f30377a5c5,Caleb,Rhodes,,homeowner,7,2026-03-24T20:00:00Z,2026-08-08T16:00:00Z,1030 Cowrie Hollow dr Unit 7C Key Biscayne FL 33182 | 5000 S Sabal Shores Blvd Unit 6901 Key Biscayne FL 33182 | Barnacle Shores Dr 4628 Key Biscayne FL 33182 | 4762 Ixora Key Dr Key Biscayne FL 33182 | 4268 Firebush Pointe 2 Key Biscayne FL 33182 | 4784 Ixora Key Drive Miami Beach FL 33182
cus_e9f7ffa6b57f49f59035c39ee5b513be,Sonia,,Palmetto Hospitality,business,7,2026-05-18T21:00:00Z,2026-09-04T16:00:00Z,467 Ixora Isle Drive Coral Gables FL 33162 | 12 Leeward Harbor Pl Coral Gables FL 33162 | 314 Windward Shores Way Palmetto Bay FL 33155 | 9 Sea-Lavender Shores Dr Key Biscayne FL 33182 | 1615 S Coral Ridge Pkwy Coral Gables FL 33162 | 747 Cowrie Hollow Drive Key Biscayne FL 33182
cus_3724c7956b394df484a1aca578a352c5,Martha,Leblanc,Saltmarsh Hospitality,homeowner,7,2026-04-10T16:00:00Z,2026-08-17T14:00:00Z,1018 Bayfront Hwy Unit 810 Miami Beach FL 33182 | 775 Sandcastle Shores Dr Unit 9224 Miami Beach FL 33182 | 1720 Bayfront Hwy Unit 5 Miami Beach FL 33182 | Marlin Hollow Blvd 510 Key Biscayne FL 33182 | 3184 Bayfront Hwy 311 Miami Beach FL 33182 | 2900 Bayfront Hwy Unit 302 Key Biscayne FL 33182
cus_ae79d308bfe74c12b7aa4674904bc876,,,Seagrass Hospitality,business,6,2026-04-01T19:00:00Z,2026-06-30T02:00:00Z,22 Saltbush Key Trail Coral Gables FL 33162 | 95 Buttonwood Pointe Blvd Coral Gables FL 33162 | 2046 W Old Mangrove Rd Unit M2 426 Coral Gables FL 33162 | 23 Glasswort Hollow Drive Coral Gables FL 33162 | 45 Bougainvillea Reef Loop 316 Coral Gables FL 33162
cus_e94514b93ffd40b4afc3317b989db667,Mildred,Valdez,,homeowner,6,2026-04-10T14:00:00Z,2026-08-07T14:30:00Z,122 Marlin Hollow Dr Unit 2404 Key Biscayne FL 33182 | 71 Frangipani Pointe Way Key Biscayne FL 33182 | 412 Amberjack Pointe Ct Miami Beach FL 33182
cus_01b393c47cf448dfbf0e2bf83cbd81df,Audrey,McLean,,homeowner,6,2026-03-19T19:40:51Z,2026-08-10T19:00:00Z,93 Seashell Landing Rd Coral Gables FL 33162
cus_a40b5aace01841b39487ff34694c6a9b,Tidewater,Hospitality,,homeowner,6,2026-03-28T22:00:00Z,2026-08-10T20:00:00Z,1002 Barnacle Glen 98 1403 Miami Beach FL 33182 | 3551 Bayfront Hwy Unit 7A and B Miami Beach FL 33182 | 520 Sandcastle Shores Drive 332 Miami Beach FL 33182 | 1010 Bayfront Hwy unit 806 Miami Beach FL 33182
cus_94b6e58e883140e9a780d8da2430a897,Serena,Clarke,,homeowner,6,2026-05-11T15:00:00Z,2026-08-10T20:00:00Z,1436 Flamingo Harbor Cir E Miami Beach FL 33182
cus_581316ddbef145b5811b08eae9d9cb1f,Yolanda,Byrd,,homeowner,6,2026-04-28T17:00:00Z,2026-08-26T17:00:00Z,78 Cowrie Ln Palmetto Bay FL 33155
cus_264f10704a894f7c8182c83a12606a95,Camila,Rollins,Palmetto Hospitality,business,6,2026-03-10T23:00:00Z,2026-05-28T15:00:00Z,259 Plover Shores Dr Unit B Coral Gables FL 33162 | 77 Frangipani Harbor St Key Biscayne FL 33182 | 474 Bougainvillea Isle Way Coral Gables FL 33162 | 452 Banyan Terrace Circle Coral Gables FL 33162
cus_9977dc3603f64168bf09238825cb4f57,Leslie,Monroe,Leeward Hospitality,homeowner,5,2026-03-25T14:00:00Z,2026-08-26T17:00:00Z,4156 Sabal Cove Dr Miami Beach FL 33182 | 78 Bougainvillea Pointe St Coral Gables FL 33162
cus_66dba422dc3a4d6d8278cd41f3aa03c7,Malcolm,Ochoa,,homeowner,5,2026-07-20T21:00:00Z,2026-09-02T16:00:00Z,114 Skimmer Landing Dr Unit 151 Key Biscayne FL 33182 | 17 Grouper Shores Cir Miami Beach FL 33182 | 450 S Glasswort Key St Unit 506 Key Biscayne FL 33182 | 42 Buttonwood Bluff Dr Miami Beach FL 33182
cus_8f15384a787143619a5ad207103ebd68,Palmetto,Hospitality,,homeowner,5,2026-05-22T13:00:00Z,2026-08-19T17:30:00Z,16819 Amberjack Cay Rd TIDEWATER 2613 Homestead FL 33162 | 4122 Sandcastle Harbor Drive 4122 Key Biscayne FL 33182 | 533 Marlin Harbor Pl Key Biscayne FL 33182 | 4351 Barnacle Shores Drive Key Biscayne FL 33182 | 9011 Bayfront Hwy 812 Key Biscayne FL 33182
cus_b2e3cb44cbe3494b814271ce60f484c1,Ivan,Parrish,,homeowner,5,2026-05-18T15:30:00Z,2026-08-28T15:00:00Z,282 Sabal Shores Blvd W Key Biscayne FL 33182 | 961 Flamingo Terrace Dr W Key Biscayne FL 33182 | 713 Amberjack Bluff Drive Key Biscayne FL 33182 | 961 North Jacaranda Hollow Dr Key Biscayne FL 33182
cus_6e3e10b6fb2d453698185760a7a50473,Sabrina,Albright,,homeowner,5,2026-03-09T14:00:00Z,2026-09-01T18:00:00Z,32 Snapper Shores Circle Key Biscayne FL 33182
cus_e0d0f1eaa5c3472792a7125eaeab2676,Stuart,Fraser,,homeowner,5,2026-04-06T16:00:00Z,2026-08-31T17:00:00Z,99 E Sargassum Shores Ave Coral Gables FL 33162 | 50 Sargassum Glen Court Coral Gables FL 33162
cus_7b9ef7bd10df4f62af44a610dbab8e64,Yvonne,Howe,,homeowner,5,2026-05-07T16:00:00Z,2026-08-17T21:00:00Z,216 Barnacle Pointe Dr | 15 S Bonefish Cay St Coral Gables FL 33162 | 82 Bougainvillea Isle Way Coral Gables FL 33162 | 373 Ixora Isle Drive
cus_312de4c005ff4bd7aa6df0f531a48e80,Pedro,Fuller,,homeowner,5,2026-04-02T14:00:00Z,2026-07-22T14:00:00Z,545 Buttonwood Key St Coral Gables FL 33162
cus_7927a84f71c7499785edeef9680f695b,Cassandra,Stokes,,homeowner,5,2026-04-20T18:00:00Z,2026-07-14T15:00:00Z,167 Banyan Rd Coral Gables FL 33162
cus_066754ad6869492a9bff6dce14b9d869,Darren,Porter,,homeowner,5,2026-04-22T14:00:00Z,2026-08-25T17:00:00Z,27 Wahoo Terrace Wy Palmetto Bay FL 33155 | 105 Firebush Ridge Ln Coral Gables FL 33162 | 141 Kingfisher Cove Ln Coral Gables FL 33162 | 44 Bonefish Hollow Ln Kendall FL 33155 | 4923 E Old Mangrove Rd A Coral Gables FL 33162
cus_caff6904a4c84640a460536076338c93,Lighthouse,Hospitality,,homeowner,5,2026-06-29T01:00:00Z,2026-08-10T16:00:00Z,84 Seahorse Landing St Miami Beach FL 33182 | 711 Amberjack Bluff Dr Key Biscayne FL 33182 | 956 Cowrie Hollow Drive Key Biscayne FL 33182 | Plumeria Terrace 154 Key Biscayne FL 33182 | 4751 Seashell Shores Miami Beach FL 33182
cus_5a40030c63c84ba0858c3c083fb90042,Tidewater,,,homeowner,5,2026-05-28T13:30:00Z,2026-07-01T20:00:00Z,1231 Harborlight Cay Rd 283 Coral Gables FL 33162 | 30 Ibis Landing Rd Coral Gables FL 33162 | 371 Kelp Bluff Ave Coral Gables FL 33162
cus_9d12a8a0a16b4a4ea6089b5bbb9cddca,Shoreline,,Palmetto Hospitality,homeowner,4,2026-04-22T21:00:00Z,2026-07-13T00:00:00Z,1008 Oleander Cay Rd Suite F Miami Beach FL 33182 | 1096 Bayfront Hwy 1508A Key Biscayne FL 33182
cus_f0ba184390f540af85979f4278b661ab,Sofia,Montgomery,,homeowner,4,2026-04-15T14:00:00Z,2026-04-15T17:00:00Z,775 Sandcastle Shores Dr 1142 Miami Beach FL 33182 | 775 Sandcastle Shores Dr Unit 2142 Miami Beach FL 33182 | 775 Sandcastle Shores Dr 9207 Miami Beach FL 33182 | 775 Sandcastle Shores Dr 1141 Miami Beach FL 33182
cus_432aa7ae2a2e4afba2e7a7793dcbb947,Osprey,,Osprey Hospitality,business,4,2026-04-02T14:00:00Z,2026-07-28T22:30:00Z,5008 Bayfront Hwy Coral Gables FL 33162
cus_5292264049924db0a4605cb1e4025ec6,,,Palmetto Hospitality,business,4,2026-04-06T23:00:00Z,2026-08-26T23:00:00Z,103 Leeward Bluff Dr Coral Gables FL 33162 | 54 Glasswort Terrace Rd Cutler Bay FL 33155 | 5203 Grouper Ridge Drive Miami Beach FL 33182
cus_5c38216184ee47f99cf96cdf04b4ceb4,Darren,Manning,,homeowner,4,2026-09-03T14:00:00Z,2026-09-03T16:00:00Z,101 Permit Pointe Ave Coral Gables FL 33162 | 36 Wahoo Cove St Coral Gables FL 33162
cus_1268a74cb63e48d49ca770a871e06de2,Tara,Adler,,homeowner,4,2026-06-01T16:00:00Z,2026-09-08T14:00:00Z,112 Lighthouse Harbor Dr Coral Gables FL 33162
cus_5e7cb270345e48998a2d33d21a286350,Beatriz,Beck,,homeowner,4,2026-03-07T17:00:00Z,2026-08-04T14:00:00Z,4732 Saltgrass Cove Cove Miami Beach FL 33182
cus_e1a7ee039ffb480db4a98311d6bd7160,Caleb,Townsend,,business,4,2026-05-15T21:00:00Z,2026-08-21T19:00:00Z,2046 W Old Mangrove Rd M2424 Coral Gables FL 33162 | 9500 Seahorse Ridge Blvd 2103 Key Biscayne FL 33182 | 122 Marlin Hollow Dr Unit 1406 Miami Beach FL 33182 | 9100 Coquina Glen Blvd 472 Key Biscayne FL 33182
cus_0d388614429b4622a87d75e05489ac70,Stuart,Trujillo,Osprey Hospitality,business,4,2026-03-18T01:45:23Z,2026-07-10T15:30:00Z,Lighthouse Bluff Building 11 Unit 102 Cutler Bay FL 33155 | 320 Sandcastle Shores Dr Miami Beach FL 33182 | 510 Moonraker Shores Rd Miami Beach FL 33182
cus_7c189898caaa4d30a243836dd7055ad6,Fiona,Ames,,homeowner,4,2026-05-08T14:00:00Z,2026-07-10T14:30:00Z,108 Whitecap Hollow Dr Miami Beach FL 33182 | 4 Ibis Cove Ct Key Biscayne FL 33182
cus_0d4008c0d6164d8d823e7055dd546334,Sara,Beck,,homeowner,4,2026-03-04T20:30:00Z,2026-05-12T19:30:00Z,182 Banyan Pointe Rd Coral Gables FL 33162
cus_4e5b563a51a3411a804731a22b57601c,Noah,Humphrey,,homeowner,4,2026-06-08T19:00:00Z,2026-08-28T18:00:00Z,605 N Coral Ridge Pkwy Unit 13B Coral Gables FL 33162 | 605 N Coral Ridge Pkwy 13A Coral Gables FL 33162 | 605 N Coral Ridge Pkwy 16A Coral Gables FL 33162
cus_fe342ed94e0b4e30ab0deb8e8ee99584,Ethan,Sawyer,,homeowner,4,2026-03-12T14:00:00Z,2026-09-15T14:00:00Z,1160 Cowrie Hollow Dr Unit 904A Key Biscayne FL 33182
cus_8ef5a202ca904cb8a87c0b263e9dcb27,Serena,Weeks,,homeowner,4,2026-05-04T19:12:26Z,2026-08-19T17:30:00Z,277 Snapper Glen Cir Coral Gables FL 33162
cus_107e29991cc74270a374c1c80baf70db,Lucia,Blackwell,,homeowner,4,2026-06-16T14:00:00Z,2026-08-13T16:00:00Z,5222 Skimmer Isle Dr Unit 5222 Miami Beach FL 33182 | 172 Halyard Reef Ct Coral Gables FL 33162
cus_7e326ae5cbb04fb3a0f7e9adc105271b,Caroline,Talley,,homeowner,4,2026-06-30T14:00:00Z,2026-09-01T20:00:00Z,775 Sandcastle Shores Dr 1141 Miami Beach FL 33182 | 112 Marlin Hollow Dr Unit 2310 Key Biscayne FL 33182 | 57 N Lighthouse Cay Dr Key Biscayne FL 33182
cus_ad5efef3f7854b4aaafcc05a09dd450c,Harper,Boyd,,homeowner,4,2026-08-18T13:00:00Z,2026-08-28T15:00:00Z,46 Bougainvillea Glen Rd Coral Gables FL 33162
cus_bfa376c9a1f94dd8b4bc7f7cad037c74,Omar,Durham,,homeowner,4,2026-03-24T15:00:00Z,2026-09-04T16:00:00Z,3680 E Old Mangrove Rd Unit 3 Coral Gables FL 33162 | 8 Firebush Harbor Lane Coral Gables FL 33162
cus_6608e0c5106f46c3bf52db942653fedd,Lucia,Hobbs,,homeowner,4,2026-03-16T15:18:51Z,2026-08-27T14:00:00Z,30 Seashell Landing Rd Coral Gables FL 33162
cus_dcca9b2c078c4c368d349cf7fafbb155,Gail,Baldwin,,homeowner,4,2026-03-12T19:00:00Z,2026-08-05T14:00:00Z,145 S Leeward Glen St Cutler Bay FL 33155
cus_93de03daac11405980a515166b7b97cf,Josie,McGuire,,homeowner,4,2026-03-19T18:35:29Z,2026-06-30T22:00:00Z,200 Gulfstream Glen Way FL 33162 | 51 Seashell Cay Ln Doral FL 33173 | 95 Plumeria Key Doral FL 33173
cus_3a0d62159ec247aa8d753b557eb87f44,Isaac,Talley,,homeowner,4,2026-03-12T15:58:18Z,2026-09-11T17:00:00Z,24 Palmetto Ridge Blvd Miami Beach FL 33182
cus_9b020555d04c41b6876df91f7d8d6b62,Kayla,Parks,,homeowner,4,2026-08-26T14:30:00Z,2026-08-28T17:00:00Z,95 Banyan Ridge Rd Coral Gables FL 33162 | 275 Glasswort Rd Coral Gables FL 33162 | 4155 Sandcastle Harbor Dr Miami Beach FL 33182
cus_be83fbb335f841f88933374088f18e88,Seagrass,,Leeward Hospitality,business,4,2026-08-21T15:00:00Z,2026-08-31T22:17:31Z,185 Moonraker Reef Blvd Key Biscayne FL 33182 | Tidewater Hwy Suite 201 Key Biscayne FL 33182
cus_6e770902d53942ff9c6162b4ef7e56aa,Holly,Terrell,,homeowner,4,2026-03-04T20:00:00Z,2026-09-11T14:00:00Z,44 Spinnaker Reef Dr S Key Biscayne FL 33182
